output_prefix,name,motif_id,cluster,total_tfbs,SEA_mean_score,SEA_bound,NOSEA_mean_score,NOSEA_bound,SEA_NOSEA_change,SEA_NOSEA_pvalue,SEA_NOSEA_highlighted,neglog10p,category,label
MEIS1_MA0498.3,MEIS1,MA0498.3,C_MEIS1,89831,0.12431,6025,0.10166,4936,-0.05855,7.789129999999999e-101,TRUE,100.10851104775742,Other,NA
MEIS1_MA1639.2,MEIS1,MA1639.2,C_PBX2,6777,0.05558,223,0.04377,185,-0.02331,3.19548e-12,FALSE,11.49546389628686,Other,NA
MEIS2_MA1640.2,MEIS2,MA1640.2,C_PBX2,9064,0.0425,232,0.03201,175,0.00812,0.00277922,FALSE,2.556077073588116,Other,NA
MEIS3_MA0775.2,MEIS3,MA0775.2,C_MEIS1,4977,0.14868,325,0.12712,306,-0.10869,5.6672500000000005e-68,TRUE,67.24662762885741,Negative (Top 10%),NA
MEOX1_MA0661.2,MEOX1,MA0661.2,C_VAX2,3302,0.06463,116,0.05103,97,-0.10251,1.03096e-47,FALSE,46.98675818448979,Negative (Top 10%),NA
MEOX2_MA0706.2,MEOX2,MA0706.2,C_VAX2,3303,0.06274,117,0.0482,89,-0.05742,1.11065e-22,FALSE,21.954422779057847,Other,NA
MGAEVX1_MA1960.2,MGA::EVX1,MA1960.2,C_MGA::EVX1,6207,0.12812,455,0.09641,350,-0.01412,8.0517e-8,FALSE,7.094112414952256,Other,NA
MITF_MA0620.4,MITF,MA0620.4,C_BHLHE41,5416,0.1019,278,0.06371,185,0.07194,3.8902299999999997e-44,FALSE,43.41002472135347,Other,NA
MIXL1_MA0662.2,MIXL1,MA0662.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
MLXIPL_MA0664.2,MLXIPL,MA0664.2,C_Mlxip,4785,0.09127,268,0.05158,154,0.14487,9.83235e-70,TRUE,69.00734267036131,Positive (Top 10%),MLXIPL
MNT_MA0825.2,MNT,MA0825.2,C_Mlxip,8289,0.07507,372,0.04581,238,0.10053,5.5403000000000006e-67,FALSE,66.25646671815659,Positive (Top 10%),NA
MNX1_MA0707.3,MNX1,MA0707.3,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
MSANTD3_MA1523.2,MSANTD3,MA1523.2,C_MSANTD3,13368,0.19633,1228,0.14142,966,0.00487,0.00294302,FALSE,2.5312067865377914,Other,NA
MSX1_MA0666.3,MSX1,MA0666.3,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
MSX2_MA0708.3,MSX2,MA0708.3,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
MXI1_MA1108.3,MXI1,MA1108.3,C_MXI1,27505,0.13035,1862,0.09882,1447,-0.04221,1.69005e-58,FALSE,57.77210044662723,Other,NA
MYB_MA0100.4,MYB,MA0100.4,C_MYB,19053,0.05521,614,0.03713,420,0.04344,1.61112e-48,FALSE,47.79287211110347,Other,NA
MYCN_MA0104.5,MYCN,MA0104.5,C_Mlxip,3030,0.09336,185,0.06436,124,0.06339,2.6946599999999997e-32,FALSE,31.569496024332157,Other,NA
MYF5_MA1641.2,MYF5,MA1641.2,C_Twist2,8041,0.0391,178,0.02503,114,0.07562,6.62578e-46,FALSE,45.17876298837139,Other,NA
MYOD1_MA0499.3,MYOD1,MA0499.3,C_MYOD1,10746,0.08007,499,0.05538,339,0.0221,1.31278e-21,FALSE,20.88180804831374,Other,NA
MYOG_MA0500.3,MYOG,MA0500.3,C_Twist2,11446,0.06463,433,0.03867,270,0.10457,2.62025e-66,FALSE,65.58165727034408,Positive (Top 10%),NA
MZF1_MA0056.3,MZF1,MA0056.3,C_MZF1,7852,0.06204,294,0.05745,257,-0.11341,5.815959999999999e-71,TRUE,70.23537858905394,Negative (Top 10%),NA
NEUROD1_MA1109.2,NEUROD1,MA1109.2,C_NEUROD1,14136,0.0843,681,0.06388,524,-0.00682,2.92186e-4,FALSE,3.5343405969862802,Other,NA
NEUROG2_MA1642.2,NEUROG2,MA1642.2,C_NEUROD1,8170,0.09857,457,0.07427,356,0.00198,0.0068624,FALSE,2.163523971105002,Other,NA
NFATC3_MA0625.3,NFATC3,MA0625.3,C_NFATC3,29946,0.1238,2000,0.0913,1470,-0.01521,5.92954e-27,FALSE,26.226978996890466,Other,NA
NFATC4_MA1525.3,NFATC4,MA1525.3,C_NFATC3,9685,0.08921,497,0.06981,404,-0.05518,1.42504e-45,FALSE,44.846172945104264,Other,NA
NFIA_MA0670.2,NFIA,MA0670.2,C_NFIA,18708,0.21749,1792,0.16377,1363,0.01289,2.53212e-13,FALSE,12.596515716465541,Other,NA
NFIB_MA1643.2,NFIB,MA1643.2,C_NFIB,10833,0.23313999999999999,1020,0.19309,817,-0.05599,7.65104e-55,FALSE,54.11627952751795,Other,NA
NFIC_MA0161.3,NFIC,MA0161.3,C_NFIA,7162,0.38778,1151,0.29129,890,0.03037,1.74289e-32,FALSE,31.758730021897765,Other,NA
NFIC_MA1527.2,NFIC,MA1527.2,C_NFIB,7299,0.0999,379,0.08049,284,-0.03908,1.36378e-29,FALSE,28.86525568282622,Other,NA
NFIL3_MA0025.3,NFIL3,MA0025.3,C_DBP,7772,0.05471,250,0.0484,198,-0.04583,2.1206899999999998e-35,FALSE,34.67352281150656,Other,NA
NFIX_MA0671.2,NFIX,MA0671.2,C_NFIA,18708,0.21749,1792,0.16377,1363,0.01289,2.53212e-13,FALSE,12.596515716465541,Other,NA
NFIX_MA1528.2,NFIX,MA1528.2,C_NFIB,7590,0.17444,644,0.13448,504,-0.02775,6.65292e-23,FALSE,22.17698769882472,Other,NA
NFKB2_MA0778.2,NFKB2,MA0778.2,C_NFKB2,4403,0.35373,758,0.25716,568,0.05199,1.34185e-41,FALSE,40.87229602948241,Other,NA
NFYA_MA0060.4,NFYA,MA0060.4,C_NFYC,6824,0.56744000000000006,1251,0.4,958,0.08243,3.19882e-73,FALSE,72.4950101973045,Other,NA
NFYB_MA0502.3,NFYB,MA0502.3,C_NFYB,8830,0.68101,1664,0.53228,1379,-0.02503,4.06938e-28,FALSE,27.390471753696108,Other,NA
NFYC_MA1644.2,NFYC,MA1644.2,C_NFYC,4899,0.59794,965,0.42198,770,0.07467,3.65378e-57,FALSE,56.437257605769034,Other,NA
NHLH2_MA1529.2,NHLH2,MA1529.2,C_NHLH2,9482,0.05764,332,0.03558,212,0.10675,6.59347e-61,FALSE,60.180885965492266,Positive (Top 10%),NA
NKX2-2_MA1645.2,NKX2-2,MA1645.2,C_MSANTD3,10460,0.1434,761,0.11036,604,-0.0257,9.71046e-26,FALSE,25.01276019638141,Other,NA
NKX2-3_MA0672.2,NKX2-3,MA0672.2,C_NKX2-8,6653,0.11291,362,0.08218,280,0.00508,0.129654,FALSE,0.8872140801200041,Other,NA
NKX2-4_MA2003.2,NKX2-4,MA2003.2,C_NKX2-8,7064,0.1106,371,0.08068,299,-0.02262,1.69856e-16,FALSE,15.769919107487697,Other,NA
NKX2-5_MA0063.3,NKX2-5,MA0063.3,C_MSANTD3,4370,0.18975,392,0.13987,301,0.01072,3.83014e-4,FALSE,3.4167853513273974,Other,NA
NKX2-8_MA0673.2,NKX2-8,MA0673.2,C_NKX2-8,7064,0.1106,371,0.08068,299,-0.02262,1.69856e-16,FALSE,15.769919107487697,Other,NA
NKX6-1_MA0674.2,NKX6-1,MA0674.2,C_VAX2,5611,0.14222,388,0.11717,371,-0.0798,2.50137e-55,FALSE,54.60182206313825,Other,NA
NKX6-2_MA0675.2,NKX6-2,MA0675.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
NKX6-3_MA1530.2,NKX6-3,MA1530.2,C_NKX6-3,5586,0.14652,426,0.11298,365,-0.04108,8.19884e-34,FALSE,33.08624758874259,Other,NA
NOTO_MA0710.2,NOTO,MA0710.2,C_VAX2,3744,0.06191,138,0.05441,129,-0.13353,8.14882e-62,TRUE,61.08890527525893,Negative (Top 10%),NOTO
NR1D1_MA1531.2,NR1D1,MA1531.2,C_NR1D1,7964,0.23197,841,0.19104,684,-0.04316,1.07677e-42,FALSE,41.96787705287488,Other,NA
NR1H4RXRA_MA1146.2,NR1H4::RXRA,MA1146.2,C_NR2F1,4549,0.29091,608,0.22128,501,-0.02166,9.76062e-22,FALSE,21.01052259483057,Other,NA
NR1I2_MA1533.2,NR1I2,MA1533.2,C_NR1I2,5765,0.14657,443,0.11654,329,-0.01303,2.28328e-9,FALSE,8.641440827450397,Other,NA
NR1I3_MA1534.2,NR1I3,MA1534.2,C_NR1I3,11991,0.01656,116,0.0102,76,0.09983,1.49423e-45,FALSE,44.82558254840897,Positive (Top 10%),NA
NR2C1_MA1535.2,NR2C1,MA1535.2,C_Nr1h3,26115,0.06022,974,0.04473,714,0.02496,1.57773e-29,FALSE,28.801967316426325,Other,NA
NR2C2_MA0504.2,NR2C2,MA0504.2,C_Nr2f6,17013,0.45619,2940,0.37479,2531,-0.08085,3.7728399999999994e-86,FALSE,85.42333161213017,Other,NA
NR2C2_MA1536.2,NR2C2,MA1536.2,C_Nr1h3,26115,0.06022,974,0.04473,714,0.02496,1.57773e-29,FALSE,28.801967316426325,Other,NA
NR2F1_MA0017.3,NR2F1,MA0017.3,C_NR2F1,11800,0.14911,975,0.10804,744,0.0183,4.23342e-22,FALSE,21.373308642786583,Other,NA
NR2F1_MA1537.2,NR2F1,MA1537.2,C_Nr2f6,10979,0.43902,1777,0.3302,1431,-0.01085,3.74271e-13,FALSE,12.426813822439145,Other,NA
NR2F2_MA1111.2,NR2F2,MA1111.2,C_Nr1h3,7263,0.04114,186,0.02638,134,0.08463,1.42386e-48,FALSE,47.846532710289395,Other,NA
NR3C1_MA0113.4,NR3C1,MA0113.4,C_Pgr,4475,0.13924,388,0.10494,283,0.02067,3.2672e-14,FALSE,13.485824279593183,Other,NA
NR3C2_MA0727.2,NR3C2,MA0727.2,C_Pgr,4944,0.13224,409,0.10171,299,0.01098,2.8907e-6,FALSE,5.5389969775459,Other,NA
NR4A1_MA1112.3,NR4A1,MA1112.3,C_NR4A2,12786,0.03072,233,0.01966,152,0.11579,3.68555e-61,TRUE,60.433497692569844,Positive (Top 10%),NA
NR4A2_MA0160.3,NR4A2,MA0160.3,C_NR4A2,11474,0.03282,229,0.02142,151,0.10532,2.19056e-60,FALSE,59.65944484688569,Positive (Top 10%),NA
NR4A2RXRA_MA1147.2,NR4A2::RXRA,MA1147.2,C_NR2F1,4150,0.36121,679,0.27157,539,-0.02384,3.08209e-19,FALSE,18.51115468361478,Other,NA
NR6A1_MA1541.2,NR6A1,MA1541.2,C_NR6A1,10928,0.24058,1109,0.19557,959,-0.09116,2.17192e-79,FALSE,78.6631561754913,Negative (Top 10%),NA
NRL_MA0842.3,NRL,MA0842.3,C_Mafb,8909,0.06839,356,0.04924,262,-0.00346,0.0124991,FALSE,1.903121257320386,Other,NA
ONECUT1_MA0679.3,ONECUT1,MA0679.3,C_ONECUT3,6237,0.03089,109,0.02941,109,-0.09292,2.8798799999999997e-49,FALSE,48.540625608221184,Negative (Top 10%),NA
ONECUT3_MA0757.2,ONECUT3,MA0757.2,C_ONECUT3,7399,0.02965,117,0.02217,98,0.03519,4.77556e-16,FALSE,15.320975694101229,Other,NA
OSR1_MA1542.2,OSR1,MA1542.2,C_OSR2,8139,0.18544,686,0.13922,560,-0.00782,1.59361e-4,FALSE,3.7976179536874493,Other,NA
OSR2_MA1646.2,OSR2,MA1646.2,C_OSR2,16161,0.2253,1742,0.16651,1307,0.03127,3.06097e-43,FALSE,42.51414092682158,Other,NA
OTX1_MA0711.2,OTX1,MA0711.2,C_RHOXF1,9948,0.0617,349,0.04707,270,0.00583,6.33281e-4,FALSE,3.1984035416883594,Other,NA
OTX2_MA0712.3,OTX2,MA0712.3,C_RHOXF1,3964,0.03114,77,0.02218,62,0.03604,2.33909e-16,FALSE,15.63095306773706,Other,NA
OVOL1_MA1544.2,OVOL1,MA1544.2,C_OVOL1,1295,0.14409,82,0.10407,66,-0.01715,2.93142e-4,FALSE,3.532921953443241,Other,NA
OVOL2_MA1545.2,OVOL2,MA1545.2,C_OVOL1,723,0.11124,43,0.07256,35,0.01814,2.3464e-4,FALSE,3.629597950027504,Other,NA
PATZ1_MA1961.2,PATZ1,MA1961.2,C_PATZ1,46640,0.27652,6471,0.19678,4849,0.03337,1.00168e-71,FALSE,70.99927099746122,Other,NA
PAX2_MA0067.3,PAX2,MA0067.3,C_PAX9,2738,0.15383,196,0.11224,124,0.03571,2.64187e-13,FALSE,12.578088556771345,Other,NA
PAX3_MA1546.2,PAX3,MA1546.2,C_PAX3,2964,0.05827,111,0.03529,72,0.09126,4.9205399999999995e-39,FALSE,38.307987233380764,Other,NA
PBX1_MA0070.2,PBX1,MA0070.2,C_PBX1,5510,0.17251,437,0.11834,328,0.03559,6.116169999999999e-32,FALSE,31.213520451801926,Other,NA
PBX2_MA1113.3,PBX2,MA1113.3,C_PBX2,9258,0.03469,193,0.02523,141,0.04367,3.23856e-31,FALSE,30.489648052469118,Other,NA
PBX3_MA1114.2,PBX3,MA1114.2,C_PBX3,15940,0.3621,2506,0.31405,2177,-0.11302,2.51423e-101,TRUE,100.59959499587764,Negative (Top 10%),NA
PDX1_MA0132.3,PDX1,MA0132.3,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
PHOX2B_MA0681.3,PHOX2B,MA0681.3,C_PHOX2A,9887,0.04619,260,0.03664,216,-0.02647,1.01542e-16,FALSE,15.993354286860015,Other,NA
PITX3_MA0714.2,PITX3,MA0714.2,C_RHOXF1,9948,0.0617,349,0.04707,270,0.00583,6.33281e-4,FALSE,3.1984035416883594,Other,NA
PKNOX1_MA0782.3,PKNOX1,MA0782.3,C_PBX3,13624,0.21282,1313,0.18105,1116,-0.09069,7.3366999999999995e-81,FALSE,80.13449923900187,Negative (Top 10%),NA
PLAGL2_MA1548.2,PLAGL2,MA1548.2,C_PLAGL2,4940,0.11849,356,0.10391,300,-0.04529,6.45891e-33,FALSE,32.189840766978094,Other,NA
POU1F1_MA0784.3,POU1F1,MA0784.3,C_POU3F3,9336,0.09492,514,0.08104,430,-0.05295,4.16859e-42,FALSE,41.38001081763308,Other,NA
POU2F1_MA0785.2,POU2F1,MA0785.2,C_POU3F3,8525,0.04757,240,0.03621,194,-0.01533,4.1656e-10,FALSE,9.380322435332364,Other,NA
POU2F2_MA0507.3,POU2F2,MA0507.3,C_POU3F3,9049,0.17263,850,0.14339,688,-0.05981,2.95045e-55,FALSE,54.53011174076336,Other,NA
POU2F3_MA0627.3,POU2F3,MA0627.3,C_POU2F3,9866,0.04105,245,0.0338,206,-0.03653,3.60161e-23,FALSE,22.443503316507595,Other,NA
POU3F1_MA0786.2,POU3F1,MA0786.2,C_POU3F3,9049,0.05201,246,0.03931,192,-0.01161,2.73147e-4,FALSE,3.563603565021632,Other,NA
POU4F1_MA0790.2,POU4F1,MA0790.2,C_POU4F2,9707,0.04762,251,0.03934,232,-0.08258,4.5004999999999995e-51,FALSE,50.34673923396286,Other,NA
POU4F2_MA0683.2,POU4F2,MA0683.2,C_POU4F2,9175,0.05643,334,0.04251,239,-0.02659,2.04734e-19,FALSE,18.688810028435554,Other,NA
POU4F3_MA0791.2,POU4F3,MA0791.2,C_POU4F2,9703,0.05177,253,0.04238,228,-0.0828,7.12169e-57,FALSE,56.14741693465215,Negative (Top 10%),NA
POU5F1_MA1115.2,POU5F1,MA1115.2,C_POU2F3,9569,0.07162,351,0.06341,326,-0.1317,1.3471e-81,TRUE,80.87060016386411,Negative (Top 10%),POU5F1
POU6F1_MA0628.2,POU6F1,MA0628.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
POU6F1_MA1549.2,POU6F1,MA1549.2,C_HOXD4,6041,0.13469,459,0.11124,388,-0.04426,2.6830899999999997e-35,FALSE,34.57136475936391,Other,NA
POU6F2_MA0793.2,POU6F2,MA0793.2,C_POU6F2,5825,0.05892,202,0.04809,164,-0.01306,2.04938e-4,FALSE,3.688377506409976,Other,NA
PPARARXRA_MA1148.2,PPARA::RXRA,MA1148.2,C_PPARA::RXRA,11580,0.13179,834,0.10475,665,-0.00898,1.07291e-4,FALSE,3.9694367068715994,Other,NA
PPARD_MA1550.2,PPARD,MA1550.2,C_Nr2f6,11371,0.35719,1569,0.29897,1391,-0.10786,1.10962e-84,TRUE,83.95482572405864,Negative (Top 10%),NA
PPARG_MA0066.2,PPARG,MA0066.2,C_PPARG,8533,0.17335,738,0.13876,593,-0.03051,4.86005e-31,FALSE,30.313359262710463,Other,NA
PRDM1_MA0508.4,PRDM1,MA0508.4,C_PRDM1,13707,0.15355,1126,0.1108,899,0.00953,9.27461e-6,FALSE,5.0327043435359915,Other,NA
PRDM9_MA1723.2,PRDM9,MA1723.2,C_PRDM9,44891,0.19377,4496,0.14325,3390,0.03295,3.0214799999999996e-69,FALSE,68.5197802761196,Other,NA
PRRX1_MA0716.2,PRRX1,MA0716.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
PRRX2_MA0075.4,PRRX2,MA0075.4,C_PRRX2,3987,0.13522,207,0.11105,180,-0.10405,3.68213e-50,FALSE,49.43390088251153,Negative (Top 10%),NA
RARARXRG_MA1149.2,RARA::RXRG,MA1149.2,C_Rarb,8680,0.12364,572,0.09396,475,0.00531,1.56041e-5,FALSE,4.806761275143826,Other,NA
RARB_MA1552.2,RARB,MA1552.2,C_RXRG,4723,0.36601,760,0.30595,648,-0.08259,3.16257e-62,FALSE,61.49995985308023,Negative (Top 10%),NA
RARG_MA1553.2,RARG,MA1553.2,C_RXRG,4843,0.39806,723,0.3283,617,-0.12092,5.699480000000001e-82,TRUE,81.2441647659823,Negative (Top 10%),NA
RAX_MA0718.2,RAX,MA0718.2,C_RAX,7969,0.07964,301,0.06333,237,-0.02802,6.81273e-17,FALSE,16.166678822543602,Other,NA
RAX2_MA0717.2,RAX2,MA0717.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
RBPJ_MA1116.2,RBPJ,MA1116.2,C_RBPJ,37830,0.19283,3529,0.14399,2721,0.0033,3.49199e-4,FALSE,3.456927008652332,Other,NA
RELB_MA1117.2,RELB,MA1117.2,C_RELB,4222,0.04952,132,0.03812,100,0.03019,5.18293e-10,FALSE,9.28542465664745,Other,NA
REST_MA0138.3,REST,MA0138.3,C_REST,13479,0.57631,2395,0.45048,1981,-0.04274,1.05287e-57,FALSE,56.97762524872716,Other,NA
RFX2_MA0600.3,RFX2,MA0600.3,C_RFX1,5147,0.30006,605,0.24752,495,-0.05646,2.63399e-43,FALSE,42.5793858781795,Other,NA
RFX4_MA0799.3,RFX4,MA0799.3,C_RFX4,3730,0.08395,154,0.06635,133,-0.01734,3.75733e-4,FALSE,3.4251206599046244,Other,NA
RFX5_MA0510.3,RFX5,MA0510.3,C_RFX1,5543,0.28856,645,0.2343,540,-0.06502,8.48911e-48,FALSE,47.07113783889029,Other,NA
RFX7_MA1554.2,RFX7,MA1554.2,C_RFX7,3890,0.1651,341,0.12987,274,-0.03127,5.15023e-14,FALSE,13.288173375716013,Other,NA
RHOXF1_MA0719.2,RHOXF1,MA0719.2,C_RHOXF1,9948,0.0617,349,0.04707,270,0.00583,6.33281e-4,FALSE,3.1984035416883594,Other,NA
RORA_MA0072.2,RORA,MA0072.2,C_RORA,7778,0.37072,1091,0.2984,911,-0.07208,2.21838e-68,FALSE,67.65396405883264,Other,NA
RORB_MA1150.2,RORB,MA1150.2,C_RORB,7268,0.09519,313,0.07562,270,-0.03973,2.81401e-25,FALSE,24.55067436356897,Other,NA
RORC_MA1151.2,RORC,MA1151.2,C_RORB,7149,0.16885,452,0.13092,391,-0.04842,5.712229999999999e-34,FALSE,33.24319431423611,Other,NA
RREB1_MA0073.2,RREB1,MA0073.2,C_RREB1,30347,0.29484,3855,0.22342,2983,7.9e-4,0.0355333,FALSE,1.4493644574350055,Other,NA
RUNX3_MA0684.3,RUNX3,MA0684.3,C_RUNX3,10076,0.14661,729,0.11155,550,0.03185,7.533819999999999e-28,FALSE,27.12298476028627,Other,NA
SATB1_MA1963.2,SATB1,MA1963.2,C_SATB1,6163,0.14183,459,0.12481,380,-0.04336,2.43525e-32,FALSE,31.613456447982298,Other,NA
SCRT1_MA0743.3,SCRT1,MA0743.3,C_SCRT2,6889,0.11778,421,0.08893,318,-0.02464,7.2216e-18,FALSE,17.141366570548314,Other,NA
SCRT2_MA0744.3,SCRT2,MA0744.3,C_SCRT2,7215,0.14172,543,0.10225,382,-0.00298,0.365156,FALSE,0.4375215589264523,Other,NA
SHOX_MA0630.2,SHOX,MA0630.2,C_VAX2,4821,0.05656,159,0.04428,128,-0.07551,1.53547e-41,FALSE,40.81375866437997,Other,NA
SIX1_MA1118.2,SIX1,MA1118.2,C_SIX2,7880,0.02227,101,0.01574,89,0.02604,4.55025e-10,FALSE,9.34196474166425,Other,NA
SIX2_MA1119.2,SIX2,MA1119.2,C_SIX2,10528,0.03112,201,0.02345,160,0.01148,0.00167646,FALSE,2.775606804290943,Other,NA
SMAD2_MA1964.2,SMAD2,MA1964.2,C_SMAD2,27392,0.42406,3927,0.33221,3202,-0.02699,6.08248e-50,FALSE,49.21591931041259,Other,NA
SNAI1_MA1558.2,SNAI1,MA1558.2,C_FIGLA,8203,0.07951,366,0.05558,259,0.00783,6.05094e-4,FALSE,3.218177153429844,Other,NA
SNAI2_MA0745.3,SNAI2,MA0745.3,C_MYOD1,7866,0.05135,231,0.03589,175,-0.02463,5.2617099999999995e-21,FALSE,20.278873091801522,Other,NA
SNAI3_MA1559.2,SNAI3,MA1559.2,C_MYOD1,8676,0.02813,135,0.01912,97,-0.01692,8.84997e-9,FALSE,8.053058201489355,Other,NA
SOHLH2_MA1560.2,SOHLH2,MA1560.2,C_Mlxip,3294,0.08152,172,0.05624,114,0.05349,4.18896e-27,FALSE,26.37789378665769,Other,NA
SOX10_MA0442.3,SOX10,MA0442.3,C_Sox11,28229,0.20689,2848,0.16439,2258,-0.04235,2.8278099999999995e-69,FALSE,68.54854977405604,Other,NA
SOX12_MA1561.2,SOX12,MA1561.2,C_SOX12,4541,0.1369,331,0.09594,229,0.02217,4.04029e-10,FALSE,9.393587461404334,Other,NA
SOX13_MA1120.2,SOX13,MA1120.2,C_Sox7,4134,0.15427,316,0.11118,230,0.025,3.15193e-13,FALSE,12.501423436154344,Other,NA
SOX14_MA1562.2,SOX14,MA1562.2,C_SOX14,4505,0.05265,128,0.03642,99,0.02105,9.24758e-4,FALSE,3.0339719029530094,Other,NA
SOX15_MA1152.2,SOX15,MA1152.2,C_SOX15,2564,0.09977,138,0.07568,101,-0.03342,2.02535e-9,FALSE,8.693499915691726,Other,NA
SOX4_MA0867.3,SOX4,MA0867.3,C_Sox6,12119,0.23512,1372,0.17924,1060,-0.01503,2.59418e-15,FALSE,14.585999893211607,Other,NA
SOX8_MA0868.3,SOX8,MA0868.3,C_SOX8,10016,0.16962,884,0.13302,691,-0.05098,1.59974e-57,FALSE,56.79595059593205,Other,NA
SOX9_MA0077.2,SOX9,MA0077.2,C_Sox7,5587,0.14692,429,0.10668,328,-0.01801,1.30311e-7,FALSE,6.8850189224480935,Other,NA
SP3_MA0746.3,SP3,MA0746.3,C_KLF16,27758,0.24858,3638,0.16884,2621,0.08826,4.98962e-102,TRUE,101.30193252816163,Other,NA
SP5_MA1965.2,SP5,MA1965.2,C_SP5,68289,0.2463,8198,0.18011,6070,0.02878,4.15711e-74,FALSE,73.38120848360998,Other,NA
SP8_MA0747.2,SP8,MA0747.2,C_KLF16,27758,0.11153,1837,0.07732,1272,0.03339,1.08763e-60,FALSE,59.96351882181388,Other,NA
SP9_MA1564.2,SP9,MA1564.2,C_KLF16,27137,0.14733,2308,0.09631,1587,0.10439,5.126379999999999e-101,TRUE,100.29018920428007,Positive (Top 10%),NA
SPIB_MA0081.3,SPIB,MA0081.3,C_Spi1,47304,0.0959,2819,0.06244,1861,0.10269,1.48476e-101,TRUE,100.8283437410264,Positive (Top 10%),NA
SPIC_MA0687.2,SPIC,MA0687.2,C_SPIC,26414,0.15064,2368,0.09671,1573,0.10853,6.371879999999999e-112,TRUE,111.19573241175172,Positive (Top 10%),NA
SREBF1_MA0829.3,SREBF1,MA0829.3,C_SREBF1,5278,0.05605,166,0.03514,94,0.08838,1.0642599999999999e-45,FALSE,44.97295226041377,Other,NA
SRY_MA0084.2,SRY,MA0084.2,C_SOX8,6664,0.04734,193,0.03377,150,0.00229,0.0723785,FALSE,1.140390421621204,Other,NA
STAT1_MA0137.4,STAT1,MA0137.4,C_Stat4,13905,0.10404,555,0.08419,443,-0.04811,9.48571e-48,FALSE,47.02293015686367,Other,NA
STAT1STAT2_MA0517.2,STAT1::STAT2,MA0517.2,C_STAT1::STAT2,32970,0.05763,1182,0.04089,838,0.06309,8.3577e-68,FALSE,67.07791322193167,Other,NA
STAT3_MA0144.3,STAT3,MA0144.3,C_Stat4,16296,0.03758,342,0.0281,255,0.02786,1.44917e-23,FALSE,22.838880665093832,Other,NA
TAL1TCF3_MA0091.2,TAL1::TCF3,MA0091.2,C_TAL1::TCF3,8774,0.08577,416,0.06648,332,-0.0111,2.40506e-8,FALSE,7.618874084635731,Other,NA
TBR1_MA0802.2,TBR1,MA0802.2,C_TBX2,6751,0.062,256,0.05308,204,-0.06871,1.1551799999999998e-52,FALSE,51.93735033878831,Other,NA
TBX18_MA1565.2,TBX18,MA1565.2,C_TBX2,9048,0.11059,473,0.09001,371,-0.08455,4.6923e-62,FALSE,61.32861422925482,Negative (Top 10%),NA
TBX19_MA0804.2,TBX19,MA0804.2,C_TBX19,4370,0.09791,206,0.08392,203,-0.08289,6.079999999999999e-51,FALSE,50.21609642072727,Negative (Top 10%),NA
TBX2_MA0688.2,TBX2,MA0688.2,C_TBX2,6709,0.04719,192,0.03918,151,-0.04743,4.6401e-32,FALSE,31.33347265975111,Other,NA
TCF12_MA1648.2,TCF12,MA1648.2,C_FIGLA,8203,0.07951,366,0.05558,259,0.00783,6.05094e-4,FALSE,3.218177153429844,Other,NA
TCF21_MA1568.2,TCF21,MA1568.2,C_ATOH7,3902,0.28709,448,0.22897,359,-0.0514,1.0403500000000001e-33,FALSE,32.9828205284926,Other,NA
TCF4_MA0830.3,TCF4,MA0830.3,C_FIGLA,8853,0.06851,323,0.04644,258,0.00448,0.455994,FALSE,0.34104087177423775,Other,NA
TCF7_MA0769.3,TCF7,MA0769.3,C_Hnf1A,3968,0.15291,289,0.13639,297,-0.14506,3.49251e-74,TRUE,73.45686234170952,Negative (Top 10%),TCF7
TCF7L2_MA0523.2,TCF7L2,MA0523.2,C_Hnf1A,11295,0.09848,598,0.07794,520,-0.05385,7.560349999999999e-51,FALSE,50.12145809873819,Other,NA
TCFL5_MA0632.3,TCFL5,MA0632.3,C_TCFL5,4231,0.0832,203,0.04921,128,0.11653,1.8071699999999998e-63,TRUE,62.743000991551284,Positive (Top 10%),NA
TEAD1_MA0090.4,TEAD1,MA0090.4,C_TEAD4,9318,0.13526,699,0.0994,522,0.02152,4.64178e-22,FALSE,21.333315447044725,Other,NA
TEAD2_MA1121.2,TEAD2,MA1121.2,C_TEAD4,4325,0.05164,137,0.03674,110,0.04029,7.62369e-18,FALSE,17.117834771607214,Other,NA
