output_prefix,motif_id,motif_name,SEA_NOSEA_change,SEA_NOSEA_pvalue,SEA_NOSEA_highlighted,IF_UF_change,IF_UF_pvalue,IF_UF_highlighted,highlighted,quadrant,plot_group
Hmx1_MA0896.2,MA0896.2,Hmx1,0.01369,0.131946,FALSE,-0.08936,5.7685e-16,TRUE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
Hmx2_MA0897.2,MA0897.2,Hmx2,-0.11566,1.16795e-75,TRUE,0.02308,6.05876e-10,FALSE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
Hmx3_MA0898.2,MA0898.2,Hmx3,0.10956,2.5945e-36,FALSE,-0.12501,1.35885e-29,TRUE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
Hnf1A_MA1991.2,MA1991.2,Hnf1A,-0.08167,6.9668e-72,FALSE,-0.02861,5.19676e-31,FALSE,FALSE,Low in Both,Not highlighted
Hoxa11_MA0911.2,MA0911.2,Hoxa11,-0.11591,2.01466e-63,TRUE,-0.00867,0.00843694,FALSE,TRUE,Low in Both,Low in Both
Hoxd13_MA0909.4,MA0909.4,Hoxd13,-0.08442,2.67257e-55,FALSE,0.04056,1.02018e-19,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Ikzf3_MA1992.2,MA1992.2,Ikzf3,0.07076,3.41687e-97,TRUE,0.05847,6.98986e-80,TRUE,TRUE,High in Both,High in Both
Irf1_MA0050.4,MA0050.4,Irf1,0.07012,4.82371e-66,FALSE,-0.01236,4.16262e-6,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Isl1_MA1608.2,MA1608.2,Isl1,-0.04411,3.945790000000001e-24,FALSE,0.04749,1.22391e-18,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Lef1_MA0768.3,MA0768.3,Lef1,-0.06871,2.7080299999999996e-64,FALSE,-0.01775,7.78378e-10,FALSE,FALSE,Low in Both,Not highlighted
Lhx1_MA1518.3,MA1518.3,Lhx1,-0.09148,3.82906e-43,FALSE,0.01215,0.133103,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Lhx3_MA0135.2,MA0135.2,Lhx3,-0.01651,1.626e-8,FALSE,0.01096,0.0355093,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Lhx4_MA0704.2,MA0704.2,Lhx4,-0.07551,1.53547e-41,FALSE,0.0847,4.34315e-31,TRUE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
Lhx8_MA0705.2,MA0705.2,Lhx8,-0.07551,1.53547e-41,FALSE,0.0847,4.34315e-31,TRUE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
Mafb_MA0117.3,MA0117.3,Mafb,0.0624,4.2957699999999994e-32,FALSE,0.04607,3.1752e-11,FALSE,FALSE,High in Both,Not highlighted
Mafg_MA0659.4,MA0659.4,Mafg,-0.01503,2.04023e-19,FALSE,0.00487,0.0751502,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Mecom_MA0029.2,MA0029.2,Mecom,-0.00916,1.69337e-7,FALSE,0.03279,8.54826e-21,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Mlxip_MA0622.2,MA0622.2,Mlxip,0.10053,5.5403000000000006e-67,FALSE,-0.00251,0.752143,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Msgn1_MA1524.3,MA1524.3,Msgn1,-0.01238,1.57651e-8,FALSE,0.00784,0.00158159,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Msx3_MA0709.2,MA0709.2,Msx3,-0.02802,6.81273e-17,FALSE,-0.02555,3.83263e-13,FALSE,FALSE,Low in Both,Not highlighted
Neurod2_MA1993.2,MA1993.2,Neurod2,0.09944,9.588380000000001e-82,FALSE,-0.00343,0.41557500000000003,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Neurod2_MA0668.3,MA0668.3,Neurod2,0.00427,0.219865,FALSE,0.04143,2.7696299999999997e-29,FALSE,FALSE,High in Both,Not highlighted
Nfat5_MA0606.3,MA0606.3,Nfat5,0.02648,2.67121e-26,FALSE,-0.02822,2.3151099999999997e-22,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Nfatc1_MA0624.3,MA0624.3,Nfatc1,-0.01521,5.92954e-27,FALSE,-0.00535,0.00467856,FALSE,FALSE,Low in Both,Not highlighted
Nfatc2_MA0152.3,MA0152.3,Nfatc2,-0.03276,4.12621e-39,FALSE,-0.03344,1.8665399999999998e-28,FALSE,FALSE,Low in Both,Not highlighted
Nfe2l2_MA0150.3,MA0150.3,Nfe2l2,-0.03852,2.68292e-51,FALSE,0.00381,3.28797e-5,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Nkx2-1_MA1994.2,MA1994.2,Nkx2-1,-0.05959,1.09338e-41,FALSE,0.06035,3.62637e-36,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Nkx3-1_MA0124.3,MA0124.3,Nkx3-1,0.00657,0.255305,FALSE,-0.07793,1.25067e-24,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Nkx3-2_MA0122.4,MA0122.4,Nkx3-2,0.03274,3.7719e-15,FALSE,0.06929,1.0655199999999998e-28,FALSE,FALSE,High in Both,Not highlighted
Nobox_MA0125.2,MA0125.2,Nobox,-0.02802,6.81273e-17,FALSE,-0.02555,3.83263e-13,FALSE,FALSE,Low in Both,Not highlighted
Npas2_MA0626.2,MA0626.2,Npas2,0.0826,1.05e-45,FALSE,0.02821,7.92288e-11,FALSE,FALSE,High in Both,Not highlighted
Npas4_MA1995.2,MA1995.2,Npas4,-0.0487,1.11029e-19,FALSE,0.00749,0.0178204,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Nr1H2_MA1996.2,MA1996.2,Nr1H2,0.02496,1.57773e-29,FALSE,0.02349,2.3923600000000003e-18,FALSE,FALSE,High in Both,Not highlighted
Nr1h3Rxra_MA0494.2,MA0494.2,Nr1h3::Rxra,0.00366,0.00517213,FALSE,0.02768,1.5198099999999999e-22,FALSE,FALSE,High in Both,Not highlighted
Nr1H4_MA1110.3,MA1110.3,Nr1H4,0.02496,1.57773e-29,FALSE,0.02349,2.3923600000000003e-18,FALSE,FALSE,High in Both,Not highlighted
Nr2e3_MA0164.2,MA0164.2,Nr2e3,0.0319,5.17415e-15,FALSE,-0.03258,3.29889e-8,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Nr2f6_MA0677.2,MA0677.2,Nr2f6,-0.0277,3.34657e-33,FALSE,-0.02778,1.8924599999999999e-28,FALSE,FALSE,Low in Both,Not highlighted
NR5A1_MA1540.3,MA1540.3,NR5A1,-0.09337,4.39404e-91,TRUE,-0.02528,1.27109e-36,FALSE,TRUE,Low in Both,Low in Both
Nr5A2_MA0505.3,MA0505.3,Nr5A2,0.08368,9.31619e-41,FALSE,-0.02141,6.55835e-4,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Nrf1_MA0506.3,MA0506.3,Nrf1,0.13643,3.25035e-79,TRUE,-0.04192,2.83625e-21,FALSE,TRUE,"Up in SEA, Down in IF","Up in SEA, Down in IF"
Olig2_MA1997.2,MA1997.2,Olig2,0.09944,9.588380000000001e-82,FALSE,-0.00343,0.41557500000000003,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Pax7_MA0680.3,MA0680.3,Pax7,-0.00991,0.00479906,FALSE,0.01474,0.00276506,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Plagl1_MA1615.2,MA1615.2,Plagl1,-0.02978,7.89409e-17,FALSE,-0.07668,1.0357099999999998e-20,FALSE,FALSE,Low in Both,Not highlighted
PpargRxra_MA0065.3,MA0065.3,Pparg::Rxra,0.01751,7.6928e-33,FALSE,3.8e-4,0.912694,FALSE,FALSE,High in Both,Not highlighted
Prdm14_MA1998.2,MA1998.2,Prdm14,-0.01606,1.01857e-7,FALSE,-0.02784,2.29959e-15,FALSE,FALSE,Low in Both,Not highlighted
Prdm15_MA1616.2,MA1616.2,Prdm15,0.10247,9.804159999999999e-65,FALSE,-0.02185,7.02077e-8,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Prdm4_MA1647.3,MA1647.3,Prdm4,-0.023,7.55131e-22,FALSE,0.02123,2.22845e-13,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Prdm5_MA1999.2,MA1999.2,Prdm5,-0.02776,1.35488e-35,FALSE,0.02373,1.23419e-23,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Ptf1A_MA1618.2,MA1618.2,Ptf1A,0.00728,2.99511e-10,FALSE,0.08267,7.8845899999999995e-53,FALSE,FALSE,High in Both,Not highlighted
Ptf1A_MA1619.2,MA1619.2,Ptf1A,0.07053,5.51282e-36,FALSE,0.01415,0.00875374,FALSE,FALSE,High in Both,Not highlighted
Ptf1A_MA1620.2,MA1620.2,Ptf1A,-0.03459,1.4831900000000002e-18,FALSE,0.01244,0.00819844,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Rarg_MA0859.2,MA0859.2,Rarg,-0.06997,4.00696e-70,FALSE,-0.01937,2.88202e-17,FALSE,FALSE,Low in Both,Not highlighted
Rfx6_MA1724.2,MA1724.2,Rfx6,0.0306,1.12697e-36,FALSE,-0.04374,9.058369999999999e-43,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Rhox11_MA0629.2,MA0629.2,Rhox11,0.04917,9.36522e-25,FALSE,0.05028,4.08755e-16,FALSE,FALSE,High in Both,Not highlighted
Runx1_MA0002.3,MA0002.3,Runx1,0.02127,3.11432e-30,FALSE,0.04364,5.52171e-46,FALSE,FALSE,High in Both,Not highlighted
Shox2_MA0720.2,MA0720.2,Shox2,-0.07551,1.53547e-41,FALSE,0.0847,4.34315e-31,TRUE,TRUE,"Up in IF, Down in SEA","Up in IF, Down in SEA"
Six3_MA0631.2,MA0631.2,Six3,0.00287,0.171327,FALSE,0.10009,3.12542e-43,TRUE,TRUE,High in Both,High in Both
Six4_MA2001.2,MA2001.2,Six4,0.0425,5.32755e-26,FALSE,-0.04497,1.41233e-15,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Smad4_MA1153.2,MA1153.2,Smad4,0.00217,0.572759,FALSE,0.08348,3.74763e-48,TRUE,TRUE,High in Both,High in Both
Sox11_MA0869.3,MA0869.3,Sox11,-0.06449,1.6490799999999999e-63,FALSE,0.00945,3.4801e-6,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Sox17_MA0078.3,MA0078.3,Sox17,-0.06381,2.1557600000000002e-55,FALSE,0.02266,3.9783999999999996e-20,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Sox3_MA0514.3,MA0514.3,Sox3,0.025,3.15193e-13,FALSE,0.00572,0.681299,FALSE,FALSE,High in Both,Not highlighted
Sox5_MA0087.3,MA0087.3,Sox5,0.00661,0.00610082,FALSE,-0.02555,4.10473e-18,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Spi1_MA0080.7,MA0080.7,Spi1,0.10557,1.27398e-110,TRUE,0.04826,3.0440899999999997e-65,TRUE,TRUE,High in Both,High in Both
Stat2_MA1623.2,MA1623.2,Stat2,0.03755,7.573609999999999e-52,FALSE,-0.03155,1.88731e-35,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Stat4_MA0518.2,MA0518.2,Stat4,0.00455,0.563718,FALSE,-0.01999,1.52024e-13,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Stat5a_MA1624.2,MA1624.2,Stat5a,-0.05359,1.4633e-50,FALSE,-0.0523,2.0676899999999997e-44,FALSE,FALSE,Low in Both,Not highlighted
Stat5aStat5b_MA0519.2,MA0519.2,Stat5a::Stat5b,-0.04145,1.79328e-39,FALSE,-0.07529,8.27195e-50,FALSE,FALSE,Low in Both,Not highlighted
Stat5b_MA1625.2,MA1625.2,Stat5b,0.0233,3.5673e-17,FALSE,-0.0438,2.0561e-29,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Stat6_MA0520.2,MA0520.2,Stat6,0.03563,3.59642e-25,FALSE,-0.03083,5.13505e-11,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Tbx6_MA1567.3,MA1567.3,Tbx6,-0.06598,1.1532600000000001e-55,FALSE,0.00368,0.0258753,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
Tcf12_MA0521.3,MA0521.3,Tcf12,0.09944,9.588380000000001e-82,FALSE,-0.00343,0.41557500000000003,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Tcf21_MA0832.2,MA0832.2,Tcf21,0.02446,1.01311e-12,FALSE,-0.05269,4.31008e-14,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Twist2_MA0633.3,MA0633.3,Twist2,0.09944,9.588380000000001e-82,FALSE,-0.00343,0.41557500000000003,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Vdr_MA0693.4,MA0693.4,Vdr,0.08117,2.89151e-41,FALSE,-0.03608,2.59412e-11,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Wt1_MA1627.2,MA1627.2,Wt1,0.00613,2.40047e-4,FALSE,-0.00661,6.66629e-7,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Yy1_MA0095.4,MA0095.4,Yy1,0.076550000000000007,1.81567e-57,FALSE,0.01439,5.50867e-5,FALSE,FALSE,High in Both,Not highlighted
Zfp335_MA2002.2,MA2002.2,Zfp335,0.02767,4.1095500000000004e-30,FALSE,0.01232,1.48908e-6,FALSE,FALSE,High in Both,Not highlighted
Zfx_MA0146.3,MA0146.3,Zfx,0.01932,9.17679e-33,FALSE,-0.04593,3.63455e-57,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Zic1Zic2_MA1628.2,MA1628.2,Zic1::Zic2,0.08329,9.07007e-72,FALSE,-0.0012,0.0608857,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
Zic2_MA1629.2,MA1629.2,Zic2,0.03823,6.49233e-49,FALSE,0.01149,6.06907e-14,FALSE,FALSE,High in Both,Not highlighted
Zic3_MA0697.3,MA0697.3,Zic3,0.08329,9.07007e-72,FALSE,-0.0012,0.0608857,FALSE,FALSE,"Up in SEA, Down in IF",Not highlighted
LIN54_MA0619.2,MA0619.2,LIN54,-0.08837,2.7263399999999997e-65,FALSE,0.00403,0.0026024,FALSE,FALSE,"Up in IF, Down in SEA",Not highlighted
TBP_MA0108.3,MA0108.3,TBP,-0.16144,2.0603599999999998e-96,TRUE,-0.02678,2.77013e-20,FALSE,TRUE,Low in Both,Low in Both
