gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,interaction_log2FC,neglog10_padj,direction
Bend6,10.5884197897879,0.7745653802926717,0.580224813999359,1.3349401156316756,0.18189594688292407,0.494859389469924,0.7745653802926717,0.30551818501039313,Not significant
Dst,556.5185840357522,-0.4351058685136142,0.19234088764603302,-2.2621600317990844,0.023687517706681777,0.15499931027830868,-0.4351058685136142,0.8096702343651346,Not significant
Ccdc115,1149.218245158316,0.08754263992961757,0.10851167336820408,0.8067578096650123,0.4198060307550068,0.7240822025366652,0.08754263992961757,0.14021212706039338,Not significant
Imp4,1441.922802319416,-0.058946889687329855,0.07403970026492179,-0.7961524624817728,0.4259434241822672,0.7280632618883267,-0.058946889687329855,0.13783088291862336,Not significant
Ptpn18,1460.0091594748949,-0.5593091462508739,0.17150734819316193,-3.2611380920014352,0.0011096598467803137,0.019509517421603666,-0.5593091462508739,1.7097534729799895,Not significant
Arhgef4,116.63587016171304,-0.04808034883316867,0.21631780128283767,-0.22226718535430717,0.8241058954934342,0.9385674379102075,-0.04808034883316867,0.027534517011679062,Not significant
Fam168b,4667.539667482835,-0.0387430645516622,0.0726300432345449,-0.5334302834785442,0.593735758992149,0.8316942386250108,-0.0387430645516622,0.08003630698364718,Not significant
Plekhb2,4777.990684562477,0.2674066786953682,0.09940684060276739,2.690022910635829,0.007144711375818893,0.0705438925469833,0.2674066786953682,1.1515405800380485,Not significant
Hs6st1,2658.787716859411,0.04514951815157954,0.11001915152556242,0.41037871611915916,0.6815281568630709,0.8781868781649553,0.04514951815157954,0.056413056394836784,Not significant
Uggt1,3359.131254474139,-0.010288336090580481,0.09579058918576713,-0.10740445567808611,0.914468119836182,0.9688590932246993,-0.010288336090580481,0.013739380312221145,Not significant
Neurl3,5432.983597554382,-0.20282132046257748,0.11579519533753622,-1.7515521250373574,0.07985085086994897,0.32024449209988753,-0.20282132046257748,0.4945183309703053,Not significant
Arid5a,250.86147510812322,-0.3666148515508144,0.17373977653842076,-2.110137694747992,0.03484649728360263,0.19777610798137243,-0.3666148515508144,0.7038261738033715,Not significant
Kansl3,1110.3132058664678,0.00981953506735537,0.09651148860348208,0.10174472707284599,0.91895929926437,0.9706632078228942,0.00981953506735537,0.012931431633031546,Not significant
Lman2l,695.9523616469688,-0.105443445696903,0.1023657191265581,-1.0300659888545285,0.3029790296445727,0.6264234351562923,-0.105443445696903,0.20313200323511046,Not significant
Cnnm4,278.0926065109799,-0.10756648861553392,0.18465815520360407,-0.5825168593119059,0.5602185888399924,0.8108423925878445,-0.10756648861553392,0.09106355353393002,Not significant
Cnnm3,631.733805368001,0.07603731967070451,0.10725823962716467,0.7089182139760476,0.4783752315049932,0.7622816709551047,0.07603731967070451,0.11788452270505317,Not significant
Ankrd23,67.07719357153101,0.0622818672761411,0.22460120418552354,0.2772997923229987,0.781549919014623,0.9226719189337338,0.0622818672761411,0.03495269672672795,Not significant
Ankrd39,101.36042669407408,-0.27720035136678667,0.20392397618939562,-1.3593318281972648,0.1740414626647993,0.48274958306733046,-0.27720035136678667,0.31627809263222567,Not significant
Sema4c,336.29792304131564,0.6130409043181365,0.20504757297893542,2.9897496244986734,0.0027920620516197264,0.03779831559659416,0.6130409043181365,1.4225275531628727,Not significant
Cox5b,2190.580113458422,-0.13923579495133864,0.1456251736616124,-0.9561244903637287,0.33900934308650943,0.6576165954730188,-0.13923579495133864,0.18202723556621977,Not significant
Actr1b,1427.6008402747818,0.295365624308052,0.13543150374545013,2.1809225781263244,0.02918914342552066,0.17581644340048047,0.295365624308052,0.7549405095572721,Not significant
Zap70,10.373630410180004,2.8578054870621625,0.6926694941759656,4.125785112656002,3.6947213620305036e-5,0.001466335018728979,2.8578054870621625,2.833766793567345,Up in Male
Tmem131,2416.600718043624,0.0036078178450941723,0.1365165384647613,0.02642769796002006,0.9789162020843715,0.9937786098605337,0.0036078178450941723,0.0027103552655833724,Not significant
Inpp4a,773.3843164428138,-0.014104076674369947,0.10382340160865125,-0.13584679808058517,0.8919423944313467,0.9622140699108882,-0.014104076674369947,0.016728296945006996,Not significant
Coa5,2738.542522432475,0.14039289734944202,0.11369348478660525,1.234836786056384,0.21689125363688566,0.538924237329272,0.14039289734944202,0.26847228420568825,Not significant
Unc50,858.4373164423193,0.11365915901306459,0.10238011813720634,1.1101682736949225,0.26692652137547285,0.5909514933820035,0.11365915901306459,0.2284481655165223,Not significant
Mgat4a,703.6824577584711,0.12251463448864404,0.1431577877621785,0.8558013951163594,0.39210764341783255,0.7032393603061123,0.12251463448864404,0.15289682979240865,Not significant
2010300C02Rik,27.321536709479943,2.200714734666308,0.5133539232339066,4.28693467618356,1.8115553601192024e-5,8.58832315474411e-4,2.200714734666308,3.0660916226333494,Up in Male
