"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Fbxo22",656.671268810598,0.0868608169413532,0.0917498404379429,0.94671354769389,0.343784765094457,0.66192692444862
"Etfa",1154.0807455264,-0.0198143849912132,0.0875475385292467,-0.226327151215038,0.820946982591158,0.937708132524148
"Scaper",396.210706027991,-0.137967965091471,0.127027615188949,-1.08612576002665,0.277423356945074,0.602196005882555
"Rcn2",923.720825095378,0.277495836271477,0.182953541122671,1.51675575432244,0.129328361828087,0.414449437273385
"Pstpip1",2987.64328903847,-0.0814635199792548,0.0914762799151332,-0.89054255436308,0.373174629242915,0.687340843944924
"Tspan3",3575.59704444814,0.134825372861992,0.0689096448211914,1.95655300809981,0.050400044474748,0.246517118378294
"Peak1",4684.94415372328,-0.257929643695809,0.160428393901117,-1.60775556884767,0.10788872294607,0.374782556570564
"Hmg20a",1018.15580312073,0.0354700554128744,0.0917209976297159,0.386716851424463,0.698965839339079,0.886088834305206
"Cspg4",36.9598493527504,-0.296057747595195,0.371610757827961,-0.796687774394994,0.425632385982697,0.727744174966767
"Snx33",512.958069236769,-0.163440426471529,0.118145072389241,-1.38338758584072,0.166546054955242,0.471906310133644
"Imp3",506.927503001005,-0.0617938814856717,0.178163419763569,-0.346838209367978,0.728712869940359,0.896935131176986
"Snupn",145.386661790587,-0.024538916940665,0.183326026613366,-0.133853972586323,0.893518047211105,0.962229286768219
"Ptpn9",925.89882149444,0.168282564583502,0.122545570534784,1.37322437562715,0.169682604075984,0.47623920369602
"Gm10658",12.2722543578295,-0.518572759847532,0.579500696090451,-0.894861323456617,0.370861224062315,0.68504747634555
"Sin3a",1282.26069628708,-0.100396460577679,0.11755621443823,-0.854029376987403,0.393088712439326,0.703795848684384
"Man2c1os",12.8351903076181,-0.698015014601756,0.574388407769117,-1.2152317232738,0.224277724324659,0.547563054240541
"Man2c1",1662.82913487361,-0.183138023737539,0.0960806464539755,-1.90608650645649,0.0566389830804701,0.264098495925162
"Neil1",234.204733216164,-0.103759051003863,0.158100114945483,-0.656287005481573,0.511639476865461,0.783536373319353
"Commd4",890.788901623706,-0.0648518833828567,0.133401202133865,-0.486141671480438,0.626866723275814,0.851594226358545
"1700017B05Rik",2136.59709690224,-0.135365763425176,0.188826287854059,-0.716879863304829,0.473448227929024,0.759154805430861
"Ppcdc",423.898941104875,-0.249183983125762,0.11619759119472,-2.14448492919434,0.0319940517150315,0.187141395149277
"Scamp5",2503.44013007404,-0.187004627339797,0.0677486848917274,-2.7602694818159,0.00577537000799583,0.0615635242147167
"Cox5a",2137.63474622175,-0.0363511471544612,0.122050335376024,-0.297837339344192,0.765827314434325,0.915685966542475
"Fam219b",585.951987228085,-0.122091908732413,0.0929942506882219,-1.31289738697659,0.189217527512511,0.504801041211394
"Mpi",388.03746930051,-0.16594124745399,0.138254035864242,-1.20026331540105,0.230037092241673,0.551095892523908
"Scamp2",3825.54059089788,-0.0521564966560449,0.0826330939076669,-0.631181699602388,0.527921726314275,0.79351699951272
"Ulk3",360.936498392189,0.0553625199676807,0.108467900790887,0.510404641041344,0.609768006110667,0.84195527951636
"Csk",6051.10242236818,-0.17367062909064,0.0933188999397767,-1.86104453870243,0.0627378872965219,0.27857085233995
"Edc3",528.482016388782,-0.162233329143474,0.110023752874959,-1.47453004377928,0.140338934673914,0.434312821962653
