"gene","baseMean.x","log2FC_male","lfcSE.x","stat.x","pvalue.x","padj_male","baseMean.y","log2FC_female","lfcSE.y","stat.y","pvalue.y","padj_female","baseMean","log2FC_int","lfcSE","stat","pvalue","padj_int"
"Ywhaz",4909.06432434788,-0.0902316364531574,0.0559920476781901,-1.61150806578385,0.107069030639338,0.457283815293958,4946.61206950383,0.017246705516693,0.0472408356608334,0.365080449476297,0.715051354247591,0.875690673107395,4927.83819692585,0.106785627001214,0.0656881853270525,1.62564434486267,0.104025335921316,0.369221825235294
"Zfp706",1846.65983670497,-0.0250441667981544,0.0517450956423117,-0.483991120071984,0.628392171179305,0.898143767935066,1747.01773884885,0.0103419994591789,0.0702374158877166,0.147243450352898,0.882939865908797,0.950594206495888,1796.83878777691,0.0345189845546821,0.0777963739685156,0.443709427494038,0.657252678589723,0.8690171107674
"Rrm2b",231.788448191598,0.0606992736815196,0.12169450705281,0.498784005552353,0.617931556548116,0.892989458369376,149.96554561265,0.313780309159435,0.233233450253218,1.34534865740214,0.178512667248023,0.474150392704207,190.876996902124,0.24920745208477,0.264560551695601,0.941967540087019,0.346209258930451,0.664913873078281
"Ubr5",3977.76197293084,0.0914022858073355,0.0658295259116812,1.38846945259736,0.164994140387234,0.553549791603374,3083.47726517433,0.163375415382757,0.111361613733606,1.46707119181637,0.142356689912015,0.424214578402195,3530.61961905259,0.0720950582621916,0.130975263455878,0.550447896495194,0.582012204721554,0.824354221913078
"Klf10",1137.29537871277,0.0276995311770753,0.0726934031236678,0.381046009497618,0.703169108622258,0.923281662671942,1017.41761041093,0.147418366851714,0.115280170065173,1.27878339152668,0.200973344079661,0.50292877518045,1077.35649456185,0.120187076250866,0.135837410004035,0.884786276823858,0.376271912326254,0.690476209014394
"Azin1",5186.08922076954,0.000562965942433854,0.11771245783226,0.00478255193036644,0.996184090200287,0.999397456086644,4408.08370994989,0.593485398695072,0.115992159705794,5.11659926153979,3.11093601358649e-07,4.45852029617772e-05,4797.08646535971,0.593067936826408,0.177407743805152,3.34296533006911,0.000828882550255066,0.0159122690450967
"Atp6v1c1",5531.00687937901,-0.245978301604749,0.0668969378358858,-3.67697400751276,0.000236017078977145,0.00930701652859711,5654.14625688657,0.288340794970167,0.0647532709998981,4.45291474110429,8.471239831514e-06,0.000661516946330151,5592.57656813279,0.534231448568255,0.0897954877017493,5.94942421096564,2.69087403019805e-09,7.59587124408065e-07
"Slc25a32",225.187921151803,-0.138756407342158,0.110280116329201,-1.25821781805118,0.208312992746,0.610020143381401,168.569183967557,0.35073418817413,0.154995191778255,2.26287141007516,0.0236436172658108,0.168141591087045,196.87855255968,0.490984903722058,0.180267707914691,2.72364312722282,0.00645662323447697,0.0662184322296864
"Dcaf13",807.763798071799,0.00802009170730051,0.0699216330517106,0.114701149805372,0.908682002532149,0.97833999261201,896.522893358653,0.0160647837231169,0.0784034599425415,0.204898913069527,0.837651104448207,0.933345445384438,852.143345715226,0.00830216685750085,0.0961822486817466,0.0863170384482436,0.93121439430309,0.974232885126984
"Rims2",6.76034935902026,0.0671127436608519,0.545173127676642,0.123103543175111,0.902025105575803,0.977136486604872,17.9317388631291,-0.0768775300107096,0.357743017757832,-0.214895962170115,0.829848433073786,0.929783740339435,12.3460441110747,-0.145238343316685,0.578027407285032,-0.251265496213862,0.80160884961369,0.927697779606117
"Dcstamp",222.761285379752,0.101664381928923,0.191267232997583,0.531530572882847,0.595051161085022,0.883455847943955,315.720341352487,-0.0639799623461554,0.159900669611991,-0.400123167097466,0.689065801485698,0.86349229770457,269.240813366119,-0.166957690069581,0.265409962248803,-0.629055852519469,0.52931249144304,0.794049437175189
