"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_IL2_STAT5_SIGNALING",5.36574158133766e-05,0.000239019397714132,0.557332238758646,0.388045652588705,1.75543202021597,168,"Tnfrsf21;Cdkn1c;Rhob;Galm;Rragd;Ckap4;Spp1;Bhlhe40;Anxa4;Adam19;Col6a1;Bcl2l1;Alcam;Enpp1;Smpdl3a;Bcl2;Il2rb;Rhoh;Ctsz;Rora;Prnp;Car2;P4ha1;Map6;Igf2r;Ptger2;St3gal4;Hipk2;Ttc39b;Ncs1;Twsg1;Hopx;Rgs16;Eomes;Lclat1;Pnp2;Plscr1;Plagl1;Myo1e;Phlda1;Hk2;P2rx4;Capg;Batf3;F2rl2;Slc39a8;Gabarapl1;Syt11;Penk;Ltb;Il18r1;Wls"
"HALLMARK_MITOTIC_SPINDLE",9.14079191757103e-05,0.000373249003300817,0.538434096309916,-0.335439774390304,-1.62752735903779,191,"Smc1a;Espl1;Ophn1;Prex1;Bcl2l11;Lmnb1;Dlgap5;Rhot2;Arhgap4;Pcnt;Gsn;Rhof;Tubgcp2;Cep250;Notch2;Numa1;Kif23;Plk1;Cdc42ep2;Nusap1;Arhgap27;Smc3;Incenp;Kif22;Cenpf;Plekhg2;Birc5;Dst;Brca2;Ssh2;Ezr;Top2a;Cntrl;Map3k11;Racgap1;Tiam1;Arhgef2;Taok2;Cenpe;Sac3d1;Atg4b;Pxn;Abl1;Map1s;Kptn;Kif2c;Myh9;Ccnb2;Cdk1;Flnb;Kif4;Alms1;Stau1;Bin1;Rfc1;Cntrob;Klc1;Katna1;Csnk1d"
"HALLMARK_COMPLEMENT",0.00022290200736994,0.000840169104702081,0.518848077743792,0.376188311611006,1.66440208204869,149,"Mmp13;F10;Mmp12;F7;Cd36;Cblb;Src;Ctsd;Ctsl;F3;Tnfaip3;Serping1;Gata3;Pla2g7;Timp2;Casp1;Lck;Lgals3;Plek;Ctss;Lipa;Ltf;Gnb4;Mmp8;Car2;Gmfb;Fcnb;Lta4h;Lamp2;Ctso;Gnai3;Plscr1;Lap3;Casp9;Ppp2cb;S100a9;Cpq;Dock9;Ctsb;Usp14"
"HALLMARK_ANGIOGENESIS",0.000286426062860762,0.00100249122001267,0.49849310876659,0.615972629043971,1.94265865049537,26,"Tnfrsf21;Jag1;Fgfr1;Spp1;Lpl;Col3a1;Pglyrp1;Fstl1;Ptk2;Stc1;Col5a2;Thbd;Pdgfa;Lrpap1"
"HALLMARK_PROTEIN_SECRETION",0.000399521747135224,0.00130510437397507,0.49849310876659,0.437683899529639,1.76812933056905,87,"Bet1;Atp6v1h;Gnas;Ap3s1;Vamp4;Cd63;Gla;Galc;Sgms1;Igf2r;Lamp2;Scamp1;Rab2a;Kif1b;Arfip1;Yipf6;Stx7;Tmed2;Napg;Rab14;Bnip3;Vps4b;Cln5;Rab22a;Cav2;Rps6ka3;Adam10;Dnm1l;Uso1;Rab9;Stam;Rab5a;Zw10;Atp7a;Vamp3;Arfgef1;Copb2;Sec24d"
"HALLMARK_FATTY_ACID_METABOLISM",0.000505566379846707,0.00154829703828054,0.477270815362862,0.391024173111502,1.67191023877414,122,"Mgll;Cd36;Gpd1;Ephx1;Idh1;Glul;Maoa;Hmgcs1;Eno2;Ehhadh;Hsph1;Cpox;Hsd17b7;Car2;Acss1;Idi1;Acadl;Trp53inp2;Cd1d1;Prdx6;Grhpr;Ldha;Hsd17b4;Rdh11;Elovl5;Fasn;Aldoa;Dld;Gabarapl1;Sucla2;Metap1;Acox1;Serinc1;Hccs"
"HALLMARK_GLYCOLYSIS",0.000576613348444073,0.00166200318080939,0.477270815362862,0.358777296139432,1.60703074557639,159,"Sdc1;Gpc1;Rragd;Pkp2;Pgam1;Chpf;Idh1;Col5a1;Eno2;Igfbp3;Sdc2;Il13ra1;Ak4;Slc25a13;Gusb;Pfkp;Bpnt1;P4ha1;Hax1;Stc1;Ugp2;Ext1;Agl;Ak3;Mxi1;Akr1a1;Pgk1;Ldha;P4ha2;Ppp2cb;Plod2;Hk2;Aldoa;Rars;Gclc;Polr3k;Dld;B4galt7;Egln3;Homer1;Dcn;Rpe;Srd5a3;Pgm2;Aldh7a1;B3gnt3;Vegfa"
"HALLMARK_UV_RESPONSE_DN",0.00074759660849159,0.00203512410089377,0.477270815362862,0.388453348166919,1.65324559295804,118,"Mgll;Ptprm;Itgb3;F3;Bhlhe40;Anxa4;Kit;Bmpr1a;Sdc2;Col3a1;Dlc1;Aggf1;Ldlr;Insig1;Tfpi;Col5a2;Apbb2;Tjp1;Igfbp5;Akt3;Smad7;Map1b;Pik3r3;Col1a2;Anxa2;Pdgfrb;Rasa2;Syne1;Fbln5;Ptpn21;Pmp22;Nr1d2;Add3;Atp2c1;Met"
"HALLMARK_APICAL_JUNCTION",0.000798218116794905,0.00205856251173423,0.477270815362862,0.37932460944267,1.62644172013178,124,"Vcam1;Jup;Evl;Pik3cb;Src;Flnc;Atp1a3;Cd274;Thy1;Mpzl1;Vcl;Layn;Vwf;Rasa1;Mmp9;Amigo2;Cdh11;Actn1;Col16a1;Plcg1;Ptk2;Parva;Insig1;Tjp1;Slit2;Akt3;Shc1;Lima1;Nrap;Pik3r3;Myh10;Cdk8;Bmp1;Cd276;Mvd;Itgb1;Pcdh1"
"HALLMARK_HEME_METABOLISM",0.00160297717290986,0.00392729407362915,0.45505986738723,0.354597031815909,1.5789834733791,153,"Acp5;Tspan5;Slc6a8;Atp6v0a1;Tfrc;Adipor1;Bnip3l;Slc22a4;Optn;Slc2a1;Ppp2r5b;Cpox;Abcg2;Car2;Epor;Gde1;Lamp2;Nfe2l1;Mxi1;Minpp1;Arhgef12;Mospd1;Slc30a1;P4ha2;Hebp1;Dcun1d1;Ypel5;Slc7a11;Trak2;Lmo2;Gmps;Gclm;Gclc;Ctsb;Isca1;Slc11a2;Spta1;Atg4a;Mfhas1;Cdc27;Cast"
